"Case Number","Description","Date, Time","Weekday","Time","Crime Type","Police Beat","Zip Code","Address","Latitude","Longitude","Accuracy","URL"
13-009955,"ATTEMPTED ROBBERY-FIREARM","2013-02-24 12:59:00",Sunday,"12:59",ROBBERY,27X,,"5400 block of Foothill Boulevard, Oakland 94601",37.772656,-122.197204,Street,"http://oakland.crimespotting.org/crime/2013-02-24/Robbery/276392"
13-009955,"ASSAULT WITH FIREARM ON PERSON","2013-02-24 12:59:00",Sunday,"12:59","AGGRAVATED ASSAULT",27X,,"5400 block of Foothill Boulevard, Oakland 94601",37.772656,-122.197204,Street,"http://oakland.crimespotting.org/crime/2013-02-24/Aggravated_Assault/276391"
13-009950,"VEHICLE THEFT - OTHER VEHICLES","2013-02-24 12:30:00",Sunday,"12:30","VEHICLE THEFT",30X,,"2400 block of 68th Avenue, Oakland 94605",37.765177,-122.185092,Street,"http://oakland.crimespotting.org/crime/2013-02-24/Vehicle_Theft/276390"
13-009945,BATTERY,"2013-02-24 12:00:00",Sunday,"12:00","SIMPLE ASSAULT",02X,,"1300 block of Adeline Street, Oakland 94607",37.809165,-122.286263,Street,"http://oakland.crimespotting.org/crime/2013-02-24/Simple_Assault/276389"
13-009940,"VEHICLE THEFT - AUTO","2013-02-24 11:05:00",Sunday,"11:05","VEHICLE THEFT",30X,,"2000 block of 82nd Avenue, Oakland 94621",37.759485,-122.170897,Street,"http://oakland.crimespotting.org/crime/2013-02-24/Vehicle_Theft/276388"
13-009934,BATTERY,"2013-02-24 10:11:00",Sunday,"10:11","SIMPLE ASSAULT",23X,,"3500 block of Harper Street, Oakland 94601",37.783269,-122.2163,Street,"http://oakland.crimespotting.org/crime/2013-02-24/Simple_Assault/276387"
13-009932,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-02-24 09:40:00",Sunday,"09:40","SIMPLE ASSAULT",10X,,"1000 block of 67th Street, Oakland 94608",37.850217,-122.283865,Street,"http://oakland.crimespotting.org/crime/2013-02-24/Simple_Assault/276386"
13-009916,"VEHICLE THEFT - AUTO","2013-02-24 08:40:00",Sunday,"08:40","VEHICLE THEFT",29X,,"3500 block of 69th Avenue, Oakland 94605",37.772036,-122.173001,Street,"http://oakland.crimespotting.org/crime/2013-02-24/Vehicle_Theft/276385"
13-009914,"VEHICLE THEFT - AUTO","2013-02-24 07:50:00",Sunday,"07:50","VEHICLE THEFT",23X,,"1400 block of 33rd Avenue, Oakland 94601",37.778284,-122.224239,Street,"http://oakland.crimespotting.org/crime/2013-02-24/Vehicle_Theft/276384"
13-009903,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-02-24 04:03:00",Sunday,"04:03","SIMPLE ASSAULT",31Y,,"8300 block of Edes Avenue, Oakland 94621",37.743334,-122.194922,Street,"http://oakland.crimespotting.org/crime/2013-02-24/Simple_Assault/276383"
13-009901,"ATTEMPTED ROBBERY-FIREARM","2013-02-24 03:40:00",Sunday,"03:40",ROBBERY,14X,,"400 block of Perkins Street, Oakland 94610",37.809207,-122.25603,Street,"http://oakland.crimespotting.org/crime/2013-02-24/Robbery/276382"
13-009898,BATTERY,"2013-02-24 03:20:00",Sunday,"03:20","SIMPLE ASSAULT",04X,,"1400 block of Webster Street, Oakland 94612",37.804175,-122.268276,Street,"http://oakland.crimespotting.org/crime/2013-02-24/Simple_Assault/276381"
13-009902,THEFT,"2013-02-24 02:00:00",Sunday,"02:00",THEFT,04X,,"500 block of 17th Street, Oakland 94612",37.807198,-122.272427,Street,"http://oakland.crimespotting.org/crime/2013-02-24/Theft/276379"
13-009891,"ATTEMPTED BURGLARY","2013-02-24 02:00:00",Sunday,"02:00",BURGLARY,13X,,"6200 block of Broadway Terrace, Oakland 94618",37.842607,-122.231041,Street,"http://oakland.crimespotting.org/crime/2013-02-24/Burglary/276380"
13-009887,"VANDALISM:DAMAGE PROPERTY","2013-02-24 00:40:00",Sunday,"00:40",VANDALISM,17X,,"1900 block of 8th Avenue, Oakland 94606",37.797408,-122.245918,Street,"http://oakland.crimespotting.org/crime/2013-02-24/Vandalism/276378"
13-009885,ROBBERY-FIREARM,"2013-02-24 00:17:00",Sunday,"00:17",ROBBERY,14X,,"300 block of Lee Street, Oakland 94610",37.810755,-122.256449,Street,"http://oakland.crimespotting.org/crime/2013-02-24/Robbery/276376"
13-009885,"ASSAULT WITH FIREARM ON PERSON","2013-02-24 00:17:00",Sunday,"00:17","AGGRAVATED ASSAULT",14X,,"300 block of Lee Street, Oakland 94610",37.810755,-122.256449,Street,"http://oakland.crimespotting.org/crime/2013-02-24/Aggravated_Assault/276377"
13-009949,"BURGLARY-NO FORCE","2013-02-24 00:16:00",Sunday,"00:16",BURGLARY,14Y,,"3300 block of Grand Avenue, Oakland 94610",37.813458,-122.246309,Street,"http://oakland.crimespotting.org/crime/2013-02-24/Burglary/276375"
13-009739,VANDALISM,"2013-02-23 02:19:00",Saturday,"02:19",VANDALISM,04X,,"1500 block of Webster Street, Oakland 94612",37.805072,-122.267703,Street,"http://oakland.crimespotting.org/crime/2013-02-23/Vandalism/276374"
13-009736,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-02-23 02:00:00",Saturday,"02:00","SIMPLE ASSAULT",06X,,"800 block of 34th Street, Richmond, CA 94805, USA",37.944621,-122.334614,Street,"http://oakland.crimespotting.org/crime/2013-02-23/Simple_Assault/276373"
13-009741,"ASSAULT WITH FIREARM ON PERSON","2013-02-23 01:00:00",Saturday,"01:00","AGGRAVATED ASSAULT",27Y,,"6000 block of International Boulevard, Oakland 94621",37.764615,-122.198442,Street,"http://oakland.crimespotting.org/crime/2013-02-23/Aggravated_Assault/276372"
13-009729,BATTERY,"2013-02-23 00:44:00",Saturday,"00:44","SIMPLE ASSAULT",04X,,"2200 block of Broadway, Oakland 94612",37.811674,-122.266137,Street,"http://oakland.crimespotting.org/crime/2013-02-23/Simple_Assault/276371"
13-009730,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-02-23 00:25:00",Saturday,"00:25","SIMPLE ASSAULT",29X,,"6900 block of Lacey Avenue, Oakland 94605",37.771107,-122.173165,Street,"http://oakland.crimespotting.org/crime/2013-02-23/Simple_Assault/276370"
13-009725,ROBBERY-FIREARM,"2013-02-23 00:02:00",Saturday,"00:02",ROBBERY,33X,,"9300 block of International Boulevard, Oakland 94603",37.747395,-122.172653,Street,"http://oakland.crimespotting.org/crime/2013-02-23/Robbery/276368"
13-009725,"FORCE/ADW-OTHER DANGEROUS WEAPON:GBI","2013-02-23 00:02:00",Saturday,"00:02","AGGRAVATED ASSAULT",33X,,"9300 block of International Boulevard, Oakland 94603",37.747395,-122.172653,Street,"http://oakland.crimespotting.org/crime/2013-02-23/Aggravated_Assault/276369"
13-009553,"DISTURB THE PEACE","2013-02-22 03:47:00",Friday,"03:47","DISTURBING THE PEACE",13Y,,"0 Tunnel Road, Oakland 94705",37.857987,-122.243425,Address,"http://oakland.crimespotting.org/crime/2013-02-22/Disturbing_The_Peace/276362"
13-009552,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-02-22 03:20:00",Friday,"03:20","SIMPLE ASSAULT",33X,,"900 block of 82nd Avenue, Oakland 94621",37.752431,-122.185316,Street,"http://oakland.crimespotting.org/crime/2013-02-22/Simple_Assault/276361"
13-009551,VANDALISM,"2013-02-22 02:56:00",Friday,"02:56",VANDALISM,18X,,"1400 block of East 21st Street, Oakland 94606",37.793406,-122.239421,Street,"http://oakland.crimespotting.org/crime/2013-02-22/Vandalism/276360"
13-009551,ROBBERY-FIREARM,"2013-02-22 02:56:00",Friday,"02:56",ROBBERY,18X,,"1400 block of East 21st Street, Oakland 94606",37.793406,-122.239421,Street,"http://oakland.crimespotting.org/crime/2013-02-22/Robbery/276359"
13-009542,"MALICIOUSLY DEFACE W/PAINT/ETC","2013-02-22 00:23:00",Friday,"00:23",VANDALISM,04X,,"1400 block of Harrison Street, Oakland 94612",37.803693,-122.266671,Street,"http://oakland.crimespotting.org/crime/2013-02-22/Vandalism/276358"
13-009340,"VEHICLE THEFT - AUTO","2013-02-21 21:50:00",Thursday,"21:50","VEHICLE THEFT",04X,,"1400 block of Madison Street, Oakland 94612",37.802304,-122.263582,Street,"http://oakland.crimespotting.org/crime/2013-02-21/Vehicle_Theft/276357"
13-009469,"EXHIBIT DEADLY WEAPON OTHER THAN FIREARM","2013-02-21 16:30:00",Thursday,"16:30","SIMPLE ASSAULT",22Y,,"3400 block of Quigley Lane, Oakland 94602",37.793296,-122.202314,Street,"http://oakland.crimespotting.org/crime/2013-02-21/Simple_Assault/276356"
13-009455,"THREAT CRIME:INT:TERRORIZE","2013-02-21 14:35:00",Thursday,"14:35","SIMPLE ASSAULT",03Y,,"900 block of Broadway, Oakland 94607",37.801175,-122.273049,Street,"http://oakland.crimespotting.org/crime/2013-02-21/Simple_Assault/276355"
13-009443,"ASSAULT WITH FIREARM ON PERSON","2013-02-21 14:20:00",Thursday,"14:20","AGGRAVATED ASSAULT",28X,,"2600 block of High Street, Oakland 94619",37.782774,-122.203666,Street,"http://oakland.crimespotting.org/crime/2013-02-21/Aggravated_Assault/276354"
13-009451,BURGLARY-AUTO,"2013-02-21 14:00:00",Thursday,"14:00",THEFT,31X,,"8400 block of Edgewater Drive, Oakland 94621",37.737361,-122.197689,Street,"http://oakland.crimespotting.org/crime/2013-02-21/Theft/276353"
13-009442,THEFT,"2013-02-21 13:21:00",Thursday,"13:21",THEFT,31Y,,"600 block of Hegenberger Road, Oakland 94621",37.747371,-122.195937,Street,"http://oakland.crimespotting.org/crime/2013-02-21/Theft/276352"
13-009454,"DISTURB THE PEACE","2013-02-21 12:30:00",Thursday,"12:30","DISTURBING THE PEACE",02X,,"700 block of Adeline Street, Oakland 94607",37.804404,-122.287978,Street,"http://oakland.crimespotting.org/crime/2013-02-21/Disturbing_The_Peace/276351"
13-009409,"ATTEMPTED ROBBERY-STRONG-ARM","2013-02-21 11:28:00",Thursday,"11:28",ROBBERY,14X,,"Perkins Street & Adams Street, Oakland, CA 94610, USA",37.81465,-122.255464,Intersection,"http://oakland.crimespotting.org/crime/2013-02-21/Robbery/276350"
13-009437,SHOPLIFT,"2013-02-21 11:21:00",Thursday,"11:21",THEFT,09X,,"3800 block of Broadway, Oakland 94611",37.826141,-122.257471,Street,"http://oakland.crimespotting.org/crime/2013-02-21/Theft/276349"
13-005803,"VEHICLE THEFT - AUTO","2013-02-21 11:10:00",Thursday,"11:10","VEHICLE THEFT",06X,,"3600 block of West Street, Oakland 94608",37.826335,-122.271637,Street,"http://oakland.crimespotting.org/crime/2013-02-21/Vehicle_Theft/276347"
13-005803,"RECEIVE/ETC KNOWN STOLEN PROPERTY","2013-02-21 11:10:00",Thursday,"11:10",THEFT,06X,,"3600 block of West Street, Oakland 94608",37.826335,-122.271637,Street,"http://oakland.crimespotting.org/crime/2013-02-21/Theft/276348"
13-009401,"INFLICT CRPL INJ SP/COHAB","2013-02-21 10:30:00",Thursday,"10:30","AGGRAVATED ASSAULT",25X,,"3500 block of Maybelle Avenue, Oakland 94619",37.788355,-122.196174,Street,"http://oakland.crimespotting.org/crime/2013-02-21/Aggravated_Assault/276346"
13-009461,BATTERY,"2013-02-21 10:00:00",Thursday,"10:00","SIMPLE ASSAULT",06X,,"600 block of 37th Street, Oakland 94609",37.826337,-122.269381,Street,"http://oakland.crimespotting.org/crime/2013-02-21/Simple_Assault/276345"
13-009390,"ASSAULT WITH FIREARM ON PERSON","2013-02-21 09:51:00",Thursday,"09:51","AGGRAVATED ASSAULT",30X,,"1700 block of 79th Avenue, Oakland 94621",37.759524,-122.177352,Street,"http://oakland.crimespotting.org/crime/2013-02-21/Aggravated_Assault/276344"
13-009400,"ANNOYING TELEPHONE CALL:OBSCENE/THREATENING","2013-02-21 09:42:00",Thursday,"09:42","DISTURBING THE PEACE",05Y,94607,"Buna Street, Oakland, CA 94607, USA",37.819255,-122.304859,Street,"http://oakland.crimespotting.org/crime/2013-02-21/Disturbing_The_Peace/276343"
13-009425,BURGLARY-AUTO,"2013-02-21 09:00:00",Thursday,"09:00",THEFT,14X,,"300 block of Adams Street, Oakland 94610",37.814595,-122.255135,Street,"http://oakland.crimespotting.org/crime/2013-02-21/Theft/276342"
13-009368,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-02-21 05:30:00",Thursday,"05:30","SIMPLE ASSAULT",19X,,"2200 block of East 15th Street, Oakland 94606",37.784823,-122.236078,Street,"http://oakland.crimespotting.org/crime/2013-02-21/Simple_Assault/276340"
13-009368,"FORCE/ADW-KNIFE:GBI","2013-02-21 05:30:00",Thursday,"05:30","AGGRAVATED ASSAULT",19X,,"2200 block of East 15th Street, Oakland 94606",37.784823,-122.236078,Street,"http://oakland.crimespotting.org/crime/2013-02-21/Aggravated_Assault/276339"
13-009385,ROBBERY-FIREARM,"2013-02-21 05:00:00",Thursday,"05:00",ROBBERY,18Y,,"2100 block of East 24th Street, Oakland 94606",37.791905,-122.230916,Street,"http://oakland.crimespotting.org/crime/2013-02-21/Robbery/276338"
13-009353,BATTERY,"2013-02-21 02:35:00",Thursday,"02:35","SIMPLE ASSAULT",02X,,"800 block of Market Street, Oakland 94607",37.80397,-122.282409,Street,"http://oakland.crimespotting.org/crime/2013-02-21/Simple_Assault/276337"
13-009350,"GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400","2013-02-21 01:20:00",Thursday,"01:20",THEFT,25X,,"4200 block of MacArthur Boulevard, Oakland 94619",37.787344,-122.194808,Street,"http://oakland.crimespotting.org/crime/2013-02-21/Theft/276336"
13-009349,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-02-21 00:40:00",Thursday,"00:40","SIMPLE ASSAULT",06X,,"2900 block of West Street, Oakland 94608",37.819929,-122.273565,Street,"http://oakland.crimespotting.org/crime/2013-02-21/Simple_Assault/276335"
13-009359,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-02-21 00:30:00",Thursday,"00:30","SIMPLE ASSAULT",12X,,"4700 block of Telegraph Avenue, Oakland 94609",37.834543,-122.262919,Street,"http://oakland.crimespotting.org/crime/2013-02-21/Simple_Assault/276334"
13-901899,VANDALISM,"2013-02-21 00:25:00",Thursday,"00:25",VANDALISM,,,"1900 block of Castro Street, Oakland 94612",37.810519,-122.27471,Street,"http://oakland.crimespotting.org/crime/2013-02-21/Vandalism/276333"
13-008047,"VEHICLE THEFT - AUTO","2013-02-20 14:00:00",Wednesday,"14:00","VEHICLE THEFT",26X,,"5400 block of Coliseum Way, Oakland 94601",37.761871,-122.211929,Street,"http://oakland.crimespotting.org/crime/2013-02-20/Vehicle_Theft/276331"
13-008449,"ROBBERY/INHABITED DWELLING - FIREARM","2013-02-16 23:30:00",Saturday,"23:30",ROBBERY,31Y,,"400 block of Stoneford Avenue, Oakland 94603",37.734063,-122.182159,Street,"http://oakland.crimespotting.org/crime/2013-02-16/Robbery/276330"
13-008552,THEFT,"2013-02-16 17:00:00",Saturday,"17:00",THEFT,31X,94621,"100 block of Hegenberger Road, Oakland 94621",37.730154,-122.198806,Street,"http://oakland.crimespotting.org/crime/2013-02-16/Theft/276329"
13-008521,"BURGLARY-FORCIBLE ENTRY","2013-02-16 13:27:00",Saturday,"13:27",BURGLARY,17Y,,"900 block of 28th Street, Oakland 94608",37.819339,-122.278073,Street,"http://oakland.crimespotting.org/crime/2013-02-16/Burglary/276328"
13-008516,"CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE","2013-02-16 12:37:00",Saturday,"12:37","SIMPLE ASSAULT",19X,,"1100 block of 3rd Avenue, Oakland 94606",37.79622,-122.25689,Street,"http://oakland.crimespotting.org/crime/2013-02-16/Simple_Assault/276327"
13-008513,BATTERY,"2013-02-16 12:30:00",Saturday,"12:30","SIMPLE ASSAULT",04X,,"1800 block of Telegraph Avenue, Oakland 94612",37.807871,-122.270003,Street,"http://oakland.crimespotting.org/crime/2013-02-16/Simple_Assault/276326"
13-008514,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-02-16 12:00:00",Saturday,"12:00","SIMPLE ASSAULT",27Y,,"62nd Avenue & Hayes Street, Oakland, CA 94621, USA",37.76722,-122.192616,Intersection,"http://oakland.crimespotting.org/crime/2013-02-16/Simple_Assault/276325"
13-008512,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-02-16 11:30:00",Saturday,"11:30","SIMPLE ASSAULT",10X,,"5600 block of San Pablo Avenue, Oakland 94608",37.839708,-122.282581,Street,"http://oakland.crimespotting.org/crime/2013-02-16/Simple_Assault/276324"
13-008496,"VEHICLE THEFT - AUTO","2013-02-16 10:00:00",Saturday,"10:00","VEHICLE THEFT",29X,,"5600 block of Fleming Avenue, Oakland 94605",37.774054,-122.191314,Street,"http://oakland.crimespotting.org/crime/2013-02-16/Vehicle_Theft/276323"
13-008535,VANDALISM,"2013-02-16 09:50:00",Saturday,"09:50",VANDALISM,35X,,"2600 block of Ec Reems Court, Oakland 94605",37.761568,-122.16227,Street,"http://oakland.crimespotting.org/crime/2013-02-16/Vandalism/276322"
13-008473,BATTERY,"2013-02-16 04:47:00",Saturday,"04:47","SIMPLE ASSAULT",26Y,,"900 block of 77th Avenue, Oakland 94621",37.752484,-122.191021,Street,"http://oakland.crimespotting.org/crime/2013-02-16/Simple_Assault/276320"
13-008472,"GRAND THEFT:MISCELLANEOUS (AMENDED)","2013-02-16 04:45:00",Saturday,"04:45",THEFT,27Y,,"6200 block of Harmon Avenue, Oakland 94621",37.765786,-122.19253,Street,"http://oakland.crimespotting.org/crime/2013-02-16/Theft/276319"
13-008464,"FORCE/ADW-OTHER DANGEROUS WEAPON:GBI","2013-02-16 03:00:00",Saturday,"03:00","AGGRAVATED ASSAULT",23X,,"4000 block of San Leandro Street, Oakland 94601",37.771485,-122.21888,Street,"http://oakland.crimespotting.org/crime/2013-02-16/Aggravated_Assault/276318"
13-008486,BURGLARY-AUTO,"2013-02-16 02:00:00",Saturday,"02:00",THEFT,01X,,"400 block of Alice Street, Oakland 94607",37.795977,-122.270436,Street,"http://oakland.crimespotting.org/crime/2013-02-16/Theft/276317"
13-008459,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-02-16 01:23:00",Saturday,"01:23","SIMPLE ASSAULT",17X,,"1800 block of 5th Avenue, Oakland 94606",37.798843,-122.249455,Street,"http://oakland.crimespotting.org/crime/2013-02-16/Simple_Assault/276316"
13-008455,"BATTERY:SPOUSE/ETC","2013-02-16 01:00:00",Saturday,"01:00","SIMPLE ASSAULT",29X,,"6600 block of MacArthur Boulevard, Oakland 94605",37.771905,-122.177259,Street,"http://oakland.crimespotting.org/crime/2013-02-16/Simple_Assault/276315"
13-008453,ROBBERY-FIREARM,"2013-02-16 00:05:00",Saturday,"00:05",ROBBERY,01X,,"400 block of Embarcadero West, Oakland 94607",37.795399,-122.276825,Street,"http://oakland.crimespotting.org/crime/2013-02-16/Robbery/276314"
13-008445,"ATTEMPTED ROBBERY-FIREARM","2013-02-16 00:01:00",Saturday,"00:01",ROBBERY,03X,,"1300 block of Jackson Street, Oakland 94612",37.801923,-122.265262,Street,"http://oakland.crimespotting.org/crime/2013-02-16/Robbery/276313"
13-008389,"BATTERY:SERIOUS BODILY INJ","2013-02-15 15:49:00",Friday,"15:49","AGGRAVATED ASSAULT",04X,,"25 Frank H. Ogawa Plaza, Oakland 94612",37.804945,-122.272465,Address,"http://oakland.crimespotting.org/crime/2013-02-15/Aggravated_Assault/276290"
13-008366,"BURGLARY-FORCIBLE ENTRY","2013-02-15 13:19:00",Friday,"13:19",BURGLARY,22Y,,"3100 block of Monterey Boulevard, Oakland 94602",37.806814,-122.193835,Street,"http://oakland.crimespotting.org/crime/2013-02-15/Burglary/276288"
13-008366,"ASSAULT WITH FIREARM ON PERSON","2013-02-15 13:19:00",Friday,"13:19","AGGRAVATED ASSAULT",22Y,,"3100 block of Monterey Boulevard, Oakland 94602",37.806814,-122.193835,Street,"http://oakland.crimespotting.org/crime/2013-02-15/Aggravated_Assault/276289"
13-008362,"VEHICLE THEFT - AUTO","2013-02-15 13:00:00",Friday,"13:00","VEHICLE THEFT",23X,,"300 block of High Street, Oakland 94501",37.765172,-122.224222,Street,"http://oakland.crimespotting.org/crime/2013-02-15/Vehicle_Theft/276287"
13-008339,THEFT,"2013-02-15 11:50:00",Friday,"11:50",THEFT,02X,,"900 block of Filbert Street, Oakland 94607",37.805474,-122.284145,Street,"http://oakland.crimespotting.org/crime/2013-02-15/Theft/276286"
13-008349,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-02-15 11:37:00",Friday,"11:37","SIMPLE ASSAULT",23X,,"1800 block of Bridge Avenue, Oakland 94601",37.779934,-122.218175,Street,"http://oakland.crimespotting.org/crime/2013-02-15/Simple_Assault/276285"
13-008340,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-02-15 11:20:00",Friday,"11:20","SIMPLE ASSAULT",03Y,,"14th Street & Jefferson Street, Oakland, CA 94612, USA",37.805749,-122.274769,Intersection,"http://oakland.crimespotting.org/crime/2013-02-15/Simple_Assault/276284"
13-008338,"GRAND THEFT FROM PERSON","2013-02-15 11:10:00",Friday,"11:10",THEFT,20X,,"1500 block of Fruitvale Avenue, Oakland 94601",37.779777,-122.224709,Street,"http://oakland.crimespotting.org/crime/2013-02-15/Theft/276283"
13-008351,BATTERY,"2013-02-15 11:00:00",Friday,"11:00","SIMPLE ASSAULT",35X,,"9600 block of Elmview Drive, Oakland 94603",37.750437,-122.160045,Street,"http://oakland.crimespotting.org/crime/2013-02-15/Simple_Assault/276282"
13-008327,"BURGLARY-FORCIBLE ENTRY","2013-02-15 10:40:00",Friday,"10:40",BURGLARY,31X,,"8400 block of Edgewater Drive, Oakland 94621",37.737361,-122.197689,Street,"http://oakland.crimespotting.org/crime/2013-02-15/Burglary/276281"
13-008326,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-02-15 10:24:00",Friday,"10:24","SIMPLE ASSAULT",33X,,"9600 block of B Street, Oakland 94603",37.743854,-122.174664,Street,"http://oakland.crimespotting.org/crime/2013-02-15/Simple_Assault/276280"
13-008326,"FORCE/ADW-OTHER DANGEROUS WEAPON:GBI","2013-02-15 10:24:00",Friday,"10:24","AGGRAVATED ASSAULT",33X,,"9600 block of B Street, Oakland 94603",37.743854,-122.174664,Street,"http://oakland.crimespotting.org/crime/2013-02-15/Aggravated_Assault/276279"
13-008320,THEFT,"2013-02-15 09:35:00",Friday,"09:35",THEFT,20X,,"3000 block of East 9th Street, Oakland 94601",37.774266,-122.230477,Street,"http://oakland.crimespotting.org/crime/2013-02-15/Theft/276278"
13-008293,"BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","2013-02-15 04:40:00",Friday,"04:40","SIMPLE ASSAULT",15X,,"800 block of MacArthur Boulevard, Oakland 94610",37.806673,-122.239442,Street,"http://oakland.crimespotting.org/crime/2013-02-15/Simple_Assault/276277"
